epoch,steps,processed_samples,loss,feature_mean,feature_std,embedding_variance,learning_rate,all_metrics_finite,epoch_wall_seconds,cuda_max_memory_allocated_bytes,collapse_threshold_breached,collapse_consecutive_epochs
41,20,640,-0.870643362402916,-0.08236945271492005,0.20420969203114508,0.9999528110027314,0.004090678107421713,True,42.6739888722077,5562988544,False,0
42,20,640,-0.8873353958129883,-0.08313208296895028,0.2031808950006962,0.9999533444643021,0.003996847206372595,True,41.317159607075155,5562988544,False,0
43,20,640,-0.8777082622051239,-0.08337527029216289,0.20262864753603935,0.9999539285898209,0.0039021558973901735,True,35.32502534426749,5562988544,False,0
44,20,640,-0.8906456857919693,-0.08083461672067642,0.20256556048989297,0.9999538391828537,0.0038066976293641987,True,37.56385079585016,5562988544,False,0
45,20,640,-0.8933723270893097,-0.08370382972061634,0.2079365074634552,0.9999544143676757,0.0037105666080803927,True,36.77331592794508,5562988544,False,0
46,20,640,-0.8848069489002228,-0.08373601250350475,0.20824681222438812,0.9999547332525254,0.0036138577032507244,True,36.11598119698465,5562988544,False,0
47,20,640,-0.8727298617362976,-0.08250707536935806,0.2103763110935688,0.999954777956009,0.003516666354888454,True,35.490493399091065,5562988544,False,0
48,20,640,-0.9013916224241256,-0.08253879398107529,0.21059508845210076,0.9999555319547653,0.0034190884791203595,True,38.12163073476404,5562988544,False,0
49,20,640,-0.8837832570075989,-0.08244596533477307,0.21137460172176362,0.9999557375907898,0.003321220373529107,True,36.78037578240037,5562988544,False,0
50,20,640,-0.8796764433383941,-0.08257935382425785,0.2144707515835762,0.9999560832977294,0.0032231586221191533,True,35.89256135746837,5562988544,False,0
51,20,640,-0.8931497663259507,-0.0832647118717432,0.21287698596715926,0.9999561488628388,0.0031250000000000023,True,35.86112387571484,5562988544,False,0
52,20,640,-0.8909934639930726,-0.08300394229590893,0.2138791300356388,0.9999563425779343,0.0030268413778808513,True,38.339238873682916,5562988544,False,0
53,20,640,-0.8807244747877121,-0.08269260078668594,0.2146307684481144,0.9999563902616501,0.002928779626470898,True,42.00133017729968,5562988544,False,0
54,20,640,-0.8869487792253494,-0.08353440202772618,0.217033813893795,0.9999567210674286,0.0028309115208796447,True,34.56733379885554,5562988544,False,0
55,20,640,-0.8987729132175446,-0.0838630061596632,0.21847158148884774,0.9999570369720459,0.0027333336451115515,True,37.42209666687995,5562988544,False,0
56,20,640,-0.8951890170574188,-0.08282337412238121,0.21955633908510208,0.9999568939208985,0.0026361422967492803,True,41.81661469116807,5562988544,False,0
57,20,640,-0.896323049068451,-0.08121354058384896,0.21824335381388665,0.9999568045139313,0.0025394333919196124,True,37.54516134224832,5562988544,False,0
58,20,640,-0.8992327511310577,-0.08338229060173034,0.2229620061814785,0.9999573349952697,0.0024433023706358073,True,36.208642499521375,5562988544,False,0
59,20,640,-0.8855131000280381,-0.08394074104726315,0.22592421025037765,0.9999570816755294,0.0023478441026098303,True,39.09225737769157,5562988544,False,0
60,20,640,-0.8937555164098739,-0.08332119174301625,0.22671223431825638,0.9999574899673462,0.0022531527936274108,True,38.28270704485476,5562988544,False,0
61,20,640,-0.8903718650341034,-0.08406535163521767,0.2222906842827797,0.9999573439359665,0.002159321892578292,True,37.8789859097451,5562988544,False,0
62,20,640,-0.8891901791095733,-0.08453860580921173,0.22323609218001367,0.9999574244022369,0.002066443999233466,True,38.675146917812526,5562988544,False,0
63,20,640,-0.9131681472063065,-0.08443836942315101,0.2241242542862892,0.9999578058719635,0.001974610772860384,True,36.229683295823634,5562988544,False,0
64,20,640,-0.8969761401414871,-0.08460680916905403,0.2239630289375782,0.9999575734138488,0.001883912841766312,True,40.12956967763603,5562988544,False,0
65,20,640,-0.9022435635328293,-0.08410113491117954,0.22516530528664588,0.9999576032161712,0.0017944397138591496,True,34.870693852193654,5562988544,False,0
66,20,640,-0.9069234699010849,-0.08256249204277992,0.224850070476532,0.9999577701091766,0.001706279688313918,True,38.13834774121642,5562988544,False,0
67,20,640,-0.9122238337993622,-0.08219091184437274,0.22800433486700059,0.9999579668045044,0.0016195197684321409,True,33.900891441851854,5562988544,False,0
68,20,640,-0.887741070985794,-0.0851285494863987,0.2246358297765255,0.9999574095010757,0.0015342455757800912,True,36.67217613197863,5562988544,False,0
69,20,640,-0.9157658338546752,-0.0852432131767273,0.2308679647743702,0.9999580383300781,0.0014505412656906362,True,33.247884875163436,5562988544,False,0
70,20,640,-0.9015738666057587,-0.08495518080890178,0.22951298654079438,0.9999576956033707,0.001368489444212093,True,38.57276187092066,5562988544,False,0
71,20,640,-0.9227038741111755,-0.08458466790616512,0.23084501922130585,0.9999581784009933,0.0012881710865860231,True,38.7166235987097,5562988544,False,0
72,20,640,-0.9167503178119659,-0.08415132910013198,0.23395174667239188,0.9999580949544906,0.0012096654573344493,True,36.00279040634632,5562988544,False,0
73,20,640,-0.9033187538385391,-0.08422708474099636,0.2318626180291176,0.9999579131603241,0.0011330500320353458,True,37.19385792966932,5562988544,False,0
74,20,640,-0.9134584754705429,-0.08236884400248527,0.22836762443184852,0.9999581158161164,0.0010584004208635896,True,37.700225004926324,5562988544,False,0
75,20,640,-0.9119418352842331,-0.08318524621427059,0.23209286481142044,0.9999581307172776,0.0009857902939728487,True,31.58041225746274,5562988544,False,0
76,20,640,-0.9210241377353668,-0.0828777763992548,0.23161724135279654,0.9999580264091492,0.0009152913087920402,True,36.20251529850066,5562988544,False,0
77,20,640,-0.9126930713653565,-0.08264786303043366,0.23123859688639642,0.999957925081253,0.0008469730393080905,True,35.80013700854033,5562988544,False,0
78,20,640,-0.9084705948829651,-0.08385423347353935,0.23122685849666597,0.9999580323696137,0.0007809029074048146,True,35.35264259390533,5562988544,False,0
79,20,640,-0.9163649559020997,-0.08361677378416062,0.23099979013204575,0.9999582588672637,0.0007171461163256597,True,38.5198525916785,5562988544,False,0
80,20,640,-0.921232932806015,-0.08432407975196839,0.233091851323843,0.9999583303928375,0.0006557655863259681,True,36.585610231384635,5562988544,False,0
81,20,640,-0.9203750699758529,-0.08392130695283413,0.23308031931519507,0.999958136677742,0.0005968218925782901,True,42.04682689253241,5562988544,False,0
82,20,640,-0.9121756196022034,-0.08330486379563809,0.2290135972201824,0.9999580234289169,0.0005403732053919951,True,39.374376544728875,5562988544,False,0
83,20,640,-0.9219841718673706,-0.08384470157325268,0.2371681660413742,0.9999583393335343,0.000486475232806204,True,34.46214412152767,5562988544,False,0
84,20,640,-0.9262432336807251,-0.08404428102076053,0.23352009281516076,0.9999581217765808,0.00043518116561267617,True,35.000485236756504,5562988544,False,0
85,20,640,-0.9123839944601059,-0.08373623006045819,0.2332417495548725,0.9999578803777694,0.00038654162486292666,True,33.64337432850152,5562988544,False,0
86,20,640,-0.9287313342094421,-0.0836745660752058,0.2347448080778122,0.9999582588672637,0.00034060461191135096,True,36.06710247695446,5562988544,False,0
87,20,640,-0.9255485028028488,-0.0831049658358097,0.23602844327688216,0.9999584853649139,0.00029741546104368975,True,30.80763643514365,5562988544,False,0
88,20,640,-0.9255994975566864,-0.08388109244406224,0.2368103891611099,0.9999584287405014,0.0002570167947375598,True,32.35931633133441,5562988544,False,0
89,20,640,-0.9175877720117569,-0.0843641571700573,0.23578773736953734,0.9999581217765808,0.00021944848159921468,True,33.865478669293225,5562988544,False,0
90,20,640,-0.9120665580034256,-0.08518513105809689,0.233961071819067,0.9999581545591354,0.0001847475970180456,True,34.306806441396475,5562988544,False,0
91,20,640,-0.9252209901809693,-0.08395880497992039,0.2343483619391918,0.9999581396579742,0.00015294838657764533,True,32.98611673153937,5562988544,False,0
92,20,640,-0.9209635049104691,-0.08461827710270882,0.2362985983490944,0.9999582439661026,0.00012408223225955336,True,39.90377927478403,5562988544,False,0
93,20,640,-0.92068210542202,-0.08383606299757958,0.23375031128525733,0.9999582052230835,9.81776214730283e-05,True,40.69131223950535,5562988544,False,0
94,20,640,-0.9238641709089279,-0.08388014324009418,0.23499260395765303,0.9999583125114441,7.526011894141467e-05,True,36.7936568679288,5562988544,False,0
95,20,640,-0.9260803431272506,-0.08494971245527268,0.23566342666745185,0.9999584943056107,5.535234147284779e-05,True,33.905533590354025,5562988544,False,0
96,20,640,-0.9218304395675659,-0.08385358899831771,0.23293461948633193,0.9999582052230835,3.847393564019484e-05,True,34.203691461123526,5562988544,False,0
97,20,640,-0.9130864232778549,-0.08375895135104656,0.2283325582742691,0.9999581575393677,2.4641558392257004e-05,True,36.01467910781503,5562988544,False,0
98,20,640,-0.9243994534015656,-0.08356448262929916,0.2319627285003662,0.9999582022428513,1.3868860615375022e-05,True,31.017843425273895,5562988544,False,0
99,20,640,-0.9263435423374176,-0.08384633660316468,0.23456373661756516,0.9999582409858704,6.166473661651383e-06,True,38.57985875848681,5562988544,False,0
100,20,640,-0.9166577935218811,-0.08426280245184899,0.23688867837190627,0.9999583214521408,1.541998857088751e-06,True,39.93255568668246,5562988544,False,0
