source,provenance,shape,dtype,min,max,mean,std,sha256,finite,all_tensor_hashes_match_saved
exp10_1a_saved_post_preprocess,frozen exact tensor; already normalized/cast/resized/augmented,"[32, 3, 640, 640]",torch.float32,0.0,1.0,0.34678807854652405,0.2201775312423706,ecc715b97a4dcab4a9d55b310290aafe37b8eaaf2f6aaa0faeea9bf89b9f6123,True,True
exp10_1b_recreated_trainer_post_preprocess,fresh deterministic reconstruction; audit only,"[32, 3, 640, 640]",torch.float32,0.0,1.0,0.34678807854652405,0.2201775312423706,ecc715b97a4dcab4a9d55b310290aafe37b8eaaf2f6aaa0faeea9bf89b9f6123,True,True
