path,exists,size_bytes,decode_pass
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed43/unified_val/ultralytics/hard_treatment30/MaskF1_curve.png,True,305759,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed43/unified_val/ultralytics/hard_treatment30/MaskPR_curve.png,True,184771,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed43/unified_val/ultralytics/hard_treatment30/MaskP_curve.png,True,268823,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed43/unified_val/ultralytics/hard_treatment30/MaskR_curve.png,True,235285,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed43/unified_val/ultralytics/hard_treatment30/val_batch0_labels.jpg,True,268852,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed43/unified_val/ultralytics/hard_treatment30/val_batch0_pred.jpg,True,267752,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/confusion_matrix.png,True,163380,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/confusion_matrix_normalized.png,True,203653,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/BoxF1_curve.png,True,313451,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/BoxPR_curve.png,True,180846,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/BoxP_curve.png,True,265013,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/BoxR_curve.png,True,253700,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/MaskF1_curve.png,True,312441,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/MaskPR_curve.png,True,180404,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/MaskP_curve.png,True,274851,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/MaskR_curve.png,True,246883,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/val_batch0_labels.jpg,True,268852,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/baseline100/val_batch0_pred.jpg,True,275093,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/confusion_matrix.png,True,163241,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/confusion_matrix_normalized.png,True,197989,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/BoxF1_curve.png,True,320862,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/BoxPR_curve.png,True,185393,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/BoxP_curve.png,True,284108,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/BoxR_curve.png,True,260059,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/MaskF1_curve.png,True,318448,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/MaskPR_curve.png,True,181737,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/MaskP_curve.png,True,288221,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/MaskR_curve.png,True,253521,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/val_batch0_labels.jpg,True,268852,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/uniform_control30/val_batch0_pred.jpg,True,278394,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/confusion_matrix.png,True,163684,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/confusion_matrix_normalized.png,True,206435,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/BoxF1_curve.png,True,306250,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/BoxPR_curve.png,True,185007,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/BoxP_curve.png,True,273783,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/BoxR_curve.png,True,248809,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/MaskF1_curve.png,True,300524,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/MaskPR_curve.png,True,182251,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/MaskP_curve.png,True,275987,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/MaskR_curve.png,True,240023,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/val_batch0_labels.jpg,True,268852,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/exp10_controlled_restart/seed44/unified_val/ultralytics/hard_treatment30/val_batch0_pred.jpg,True,269009,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/figures/exp10/exp10_mask_map_three_seeds.png,True,52465,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/figures/exp10/exp10_paired_hard_mining_delta.png,True,46600,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/figures/exp10/exp10_mean_std_main_metrics.png,True,46068,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/figures/exp10/exp10_fp_fn_three_seeds.png,True,55347,True
/root/autodl-tmp/borescope-new-seg-repro/results/final_verify/figures/exp10/exp10_difficult_classes.png,True,46135,True
