family,edit_count,changed_pixel_ratio_min,changed_pixel_ratio_max,changed_pixel_ratio_mean,changed_pixel_ratio_median,changed_pixel_ratio_p1,changed_pixel_ratio_p5,changed_pixel_ratio_p95,changed_pixel_count_min,changed_pixel_count_max,changed_pixel_count_mean,delta_pixels_min,delta_pixels_max,delta_pixels_mean,mean_absolute_difference_mean,visible_change_ratio_below_0_5_fraction,connected_components_min,connected_components_max,connected_components_mean,largest_component_ratio_lower_bound_min,largest_component_ratio_lower_bound_max,largest_component_ratio_lower_bound_mean
A_small_low_contrast,1216,8.544921875e-05,0.0035791015625,0.00197551124974301,0.00197021484375,0.0006396484375,0.0007696533203125,0.0031719970703125,35,1466,809.1694078947369,-400,1466,788.561677631579,7.275510724938239,0.003289473684210526,1,14,1.0485197368421053,1.7089843749999998e-05,0.00353271484375,0.0019399625400552773
B_diffuse_texture,1225,0.00340087890625,0.18041259765625,0.09075406170280613,0.0921142578125,0.00706884765625,0.015106445312500001,0.16533837890625,1393,73897,37172.86367346939,-22,73897,36022.2718367347,37.09763702629218,0.0,1,54,3.0073469387755103,0.0012311422413793104,0.17309326171875,0.05152777585606482
C_crack_like_structural_evolution,1011,0.00109375,0.00619140625,0.003457086791388477,0.0034716796875,0.00159423828125,0.0018652343750000001,0.005299072265625,448,2536,1416.02274975272,-18,2536,1371.8902077151336,30.636799418535144,0.0,1,1,1.0,0.00102294921875,0.00489013671875,0.002651671457715134
D_boundary_evolution,600,0.003916015625,0.0250830078125,0.011388427734375,0.011119384765625,0.00504208984375,0.00595458984375,0.0178446044921875,1604,10274,4664.7,26,10274,4496.055,32.27711705489855,0.0,1,1,1.0,0.00265869140625,0.0203369140625,0.00923172607421875
ALL,4052,8.544921875e-05,0.18041259765625,0.03057850904549451,0.004404296875,0.00072509765625,0.0011072998046875,0.14773681640624997,35,73897,12524.957305034552,-400,73897,12134.942744323791,25.82223614111821,0.0009871668311944718,1,54,1.62142152023692,1.7089843749999998e-05,0.17309326171875,0.018188646436492564
