epoch,loss,feature_std,embedding_std
68,-0.6947129219770432,0.10715865716338158,1.0078801810741425
69,-0.6900205850601197,0.10647606328129769,1.0078802227973938
70,-0.6854421943426132,0.10674086213111877,1.0078800737857818
71,-0.6993662625551224,0.10621836222708225,1.0078803062438966
72,-0.6884376496076584,0.10665093697607517,1.0078801095485688
73,-0.7030253678560257,0.10661956779658795,1.0078802347183227
74,-0.6947359651327133,0.10573979578912258,1.0078801810741425
75,-0.6854369759559631,0.1065347645431757,1.0078801274299622
76,-0.6980377405881881,0.10644876323640347,1.0078804433345794
77,-0.690567472577095,0.10615344904363155,1.0078805029392242
78,-0.6966170519590378,0.10599921867251397,1.007880449295044
79,-0.694906884431839,0.10636411830782891,1.0078805148601533
80,-0.7065486967563629,0.10667374916374683,1.0078803598880768
81,-0.7049366891384125,0.10641616582870483,1.0078804790973663
82,-0.7084011733531952,0.10619575828313828,1.0078807771205902
83,-0.7066623568534851,0.10668769776821137,1.007880687713623
84,-0.7111982107162476,0.10668803229928017,1.0078808307647704
85,-0.6996394723653794,0.10559724196791649,1.0078803420066833
86,-0.6958457440137863,0.10634405128657817,1.0078803598880768
87,-0.7135261595249176,0.10667363479733467,1.007880401611328
88,-0.704407075047493,0.10558498576283455,1.0078803420066833
89,-0.7055987656116486,0.10632555931806564,1.0078805148601533
90,-0.7123619973659515,0.10634956881403923,1.0078805029392242
91,-0.7193933546543121,0.10608440935611725,1.0078806400299072
92,-0.7150862783193588,0.10642705708742142,1.0078808665275574
93,-0.7073099464178085,0.10567448362708091,1.0078806161880494
94,-0.7138366013765335,0.10698601827025414,1.0078805327415465
95,-0.7173285037279129,0.1070687536150217,1.0078805923461913
96,-0.7157111972570419,0.10675306767225265,1.007880824804306
97,-0.713796329498291,0.10609344132244587,1.0078805685043335
98,-0.7127880126237869,0.10717746764421462,1.0078805327415465
99,-0.7208077609539032,0.10549857504665852,1.0078808844089509
100,-0.7123970955610275,0.10670948140323162,1.0078809320926667
