image_id,edit_id,seed,family,outlier_type,reason,changed_pixel_ratio,mask_area_ratio,visible_change_ratio,connected_components,largest_component_ratio_lower_bound,image_level_changed_pixel_ratio,image_level_largest_component_ratio
319,seed42_edit01,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.02104736328125,0.02068115234375,0.6373965387509406,48,0.00043085734049479163,0.12542724609375,0.12406494140625
325,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00753173828125,0.0075146484375,0.5079207920792079,66,0.00011385830965909091,0.0119970703125,0.00964111328125
326,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0116259765625,0.0115771484375,0.6209244467722927,56,0.00020673479352678573,0.0273876953125,0.0142919921875
326,seed42_edit02,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.007177734375,0.00717041015625,0.52995308552869,46,0.0001558784816576087,0.0273876953125,0.0142919921875
327,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00800537109375,0.00797607421875,0.5162768647281921,55,0.00014501953125000002,0.06578125,0.050009765625
327,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0041162109375,0.0040966796875,0.5534300791556728,32,0.000128021240234375,0.06578125,0.050009765625
327,seed42_edit02,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.03918212890625,0.03886962890625,0.6791945736103409,54,0.0007198079427083334,0.06578125,0.050009765625
329,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00220458984375,0.0021337890625,0.23814713896457765,26,8.206881009615384e-05,0.1324951171875,0.10427734375
332,seed42_edit01,42,C_elongated_ribbon,WEAK_CHANGE_CANDIDATE,changed_pixel_ratio_at_or_below_weak_threshold,0.0002587890625,0.00025390625,0.2011605415860735,23,1.1039402173913044e-05,0.12534423828125,0.1233984375
332,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0002587890625,0.00025390625,0.2011605415860735,23,1.1039402173913044e-05,0.12534423828125,0.1233984375
334,seed42_edit02,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0060546875,0.0059423828125,0.5686915887850468,32,0.000185699462890625,0.13367431640625,0.121337890625
335,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.03011474609375,0.0300537109375,0.5481831136444603,55,0.0005464311079545455,0.04270751953125,0.036220703125
337,seed42_edit01,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.051162109375,0.05011474609375,0.8201614192104842,21,0.0023864164806547622,0.17513916015625,0.11491943359375
