seed,image_stem,changed_pixel_count,changed_pixel_ratio,connected_components,largest_component_area,largest_component_ratio
0,276,38243,0.09336669921875,207,25198,0.0615185546875
0,277,1146,0.0027978515625,75,1019,0.00248779296875
0,278,48641,0.11875244140625,194,47450,0.1158447265625
0,279,766,0.0018701171875,140,474,0.0011572265625
0,28,58867,0.14371826171875,457,28772,0.070244140625
0,281,10408,0.02541015625,148,10056,0.02455078125
0,282,29878,0.0729443359375,350,24969,0.06095947265625
0,283,1204,0.002939453125,58,1089,0.00265869140625
0,284,10111,0.02468505859375,94,9935,0.02425537109375
0,285,85099,0.20776123046875,330,84319,0.20585693359375
0,286,11167,0.02726318359375,105,10966,0.0267724609375
0,287,72017,0.17582275390625,292,71396,0.174306640625
0,288,3816,0.00931640625,364,1645,0.00401611328125
0,289,29863,0.07290771484375,541,20602,0.0502978515625
0,29,68193,0.16648681640625,197,67805,0.16553955078125
0,290,73932,0.180498046875,276,49228,0.120185546875
0,291,1155,0.00281982421875,48,1037,0.00253173828125
0,292,26348,0.064326171875,206,25764,0.062900390625
0,294,2437,0.00594970703125,160,2175,0.00531005859375
0,295,14584,0.03560546875,339,8063,0.01968505859375
0,296,59704,0.14576171875,191,59284,0.144736328125
0,297,2251,0.00549560546875,94,2023,0.00493896484375
0,299,27653,0.06751220703125,437,23843,0.05821044921875
0,3,69763,0.17031982421875,233,69180,0.168896484375
0,300,49504,0.120859375,202,48229,0.11774658203125
0,301,67174,0.1639990234375,824,64993,0.15867431640625
0,302,62202,0.1518603515625,270,61047,0.14904052734375
0,303,4044,0.009873046875,186,1456,0.0035546875
0,304,5104,0.0124609375,92,3620,0.008837890625
0,305,20778,0.0507275390625,405,19734,0.0481787109375
0,306,33891,0.08274169921875,420,32175,0.07855224609375
0,307,6495,0.01585693359375,80,6377,0.01556884765625
0,31,20536,0.05013671875,136,20203,0.04932373046875
0,311,6344,0.01548828125,167,5749,0.01403564453125
0,312,10507,0.02565185546875,72,10407,0.02540771484375
0,313,57395,0.14012451171875,326,29483,0.07197998046875
0,314,2617,0.00638916015625,633,772,0.001884765625
0,315,23511,0.05739990234375,328,14442,0.0352587890625
0,316,30281,0.07392822265625,269,29750,0.0726318359375
0,317,33321,0.08135009765625,223,32823,0.08013427734375
0,318,70097,0.17113525390625,870,66728,0.16291015625
0,319,20550,0.0501708984375,333,19726,0.0481591796875
0,321,11323,0.02764404296875,187,8186,0.0199853515625
0,322,6330,0.0154541015625,139,6025,0.01470947265625
0,325,2656,0.006484375,109,1313,0.00320556640625
0,326,49319,0.12040771484375,177,48583,0.11861083984375
0,327,2963,0.00723388671875,599,977,0.00238525390625
0,329,42853,0.10462158203125,330,25358,0.0619091796875
0,33,111012,0.271025390625,352,71993,0.17576416015625
0,331,778,0.0018994140625,46,713,0.00174072265625
0,332,17586,0.0429345703125,170,16611,0.04055419921875
0,333,48877,0.11932861328125,405,29278,0.0714794921875
0,334,971,0.00237060546875,161,677,0.00165283203125
0,335,106369,0.25968994140625,1122,68259,0.16664794921875
0,336,89389,0.21823486328125,394,67617,0.16508056640625
0,337,934,0.0022802734375,85,794,0.0019384765625
0,338,48232,0.11775390625,269,44651,0.10901123046875
0,339,65260,0.159326171875,286,61310,0.1496826171875
0,34,1249,0.00304931640625,56,1120,0.002734375
0,341,2050,0.0050048828125,552,376,0.00091796875
0,343,3165,0.00772705078125,137,2865,0.00699462890625
0,344,32178,0.0785595703125,238,31661,0.07729736328125
