image_stem,seed,edit_count,families,total_refined_area_ratio,min_visible_change_ratio,mean_gray_difference,status
1,42,3,"A_small_low_contrast,D_boundary_evolution,A_small_low_contrast",0.0078466796875,0.8501362397820164,16.993945258384933,PASS
100,42,2,"D_boundary_evolution,B_diffuse_texture",0.08734619140625,0.9792662523900574,31.989111360238226,PASS
1001,42,2,"C_crack_like_structural_evolution,B_diffuse_texture",0.12858154296875002,0.9622186043900522,36.483430133073945,PASS
1003,42,3,"A_small_low_contrast,B_diffuse_texture,A_small_low_contrast",0.09364501953125,0.8789346246973365,8.011204376537306,PASS
1004,42,1,A_small_low_contrast,0.00138916015625,0.9312602291325696,7.996314586994728,PASS
1005,42,2,"C_crack_like_structural_evolution,A_small_low_contrast",0.0036254882812500003,0.8842544316996872,18.465660214448626,PASS
1008,42,3,"A_small_low_contrast,B_diffuse_texture,C_crack_like_structural_evolution",0.17147216796875,0.9734693877551021,17.121577360262048,PASS
101,42,3,"D_boundary_evolution,C_crack_like_structural_evolution,B_diffuse_texture",0.06627685546875,0.9650191072103473,35.98524727850573,PASS
102,42,3,"A_small_low_contrast,B_diffuse_texture,A_small_low_contrast",0.056186523437500004,0.941944847605225,18.68738295707485,PASS
103,42,2,"C_crack_like_structural_evolution,A_small_low_contrast",0.0062719726562499994,0.967966573816156,20.322992952203123,PASS
104,42,2,"B_diffuse_texture,C_crack_like_structural_evolution",0.03224609375,0.9795328489961722,21.562013180342205,PASS
105,42,3,"D_boundary_evolution,D_boundary_evolution,C_crack_like_structural_evolution",0.02016845703125,1.0,28.761939961413688,PASS
106,42,1,A_small_low_contrast,0.00088623046875,0.9603174603174603,7.225895316804408,PASS
107,42,2,"B_diffuse_texture,A_small_low_contrast",0.06727783203125,0.825563909774436,20.429589165748098,PASS
108,42,1,B_diffuse_texture,0.0663623046875,0.9899843391484867,10.630583879037596,PASS
109,42,2,"C_crack_like_structural_evolution,C_crack_like_structural_evolution",0.00648193359375,1.0,33.625971116519345,PASS
110,42,2,"D_boundary_evolution,A_small_low_contrast",0.008698730468749999,0.9690721649484536,21.288217201242027,PASS
111,42,3,"B_diffuse_texture,D_boundary_evolution,A_small_low_contrast",0.14465576171875,0.8558394160583942,24.690608352583357,PASS
113,42,1,C_crack_like_structural_evolution,0.0036279296875,1.0,32.63287550471063,PASS
114,42,1,A_small_low_contrast,0.00216552734375,0.9662309368191722,7.517474633596391,PASS
115,42,2,"A_small_low_contrast,C_crack_like_structural_evolution",0.004326171875,0.8662613981762918,17.33380323729456,PASS
117,42,2,"B_diffuse_texture,C_crack_like_structural_evolution",0.093994140625,0.9914296327743579,20.266049420675074,PASS
119,42,1,C_crack_like_structural_evolution,0.00353271484375,1.0,33.74770145127851,PASS
12,42,2,"D_boundary_evolution,C_crack_like_structural_evolution",0.0145166015625,0.9986376021798365,37.921286623272856,PASS
120,42,1,A_small_low_contrast,0.00197998046875,0.9001109877913429,8.337854500616523,PASS
123,42,2,"B_diffuse_texture,C_crack_like_structural_evolution",0.09153076171875,0.9387147295180878,33.55760636393971,PASS
124,42,2,"C_crack_like_structural_evolution,A_small_low_contrast",0.0044580078124999995,0.8303030303030303,15.873613301052494,PASS
129,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,C_crack_like_structural_evolution",0.00796875,0.9493670886075949,21.79800767363157,PASS
13,42,1,C_crack_like_structural_evolution,0.004384765625,0.9994435169727324,30.577042873051223,PASS
131,42,1,C_crack_like_structural_evolution,0.003115234375,1.0,33.62222492163009,PASS
132,42,2,"B_diffuse_texture,D_boundary_evolution",0.11114990234375,0.99304092598291,43.74082169849221,PASS
133,42,2,"C_crack_like_structural_evolution,A_small_low_contrast",0.00273681640625,0.8141112618724559,15.863515994881643,PASS
135,42,1,A_small_low_contrast,0.00160400390625,0.876,7.220700152207002,PASS
136,42,3,"B_diffuse_texture,A_small_low_contrast,A_small_low_contrast",0.1655712890625,0.9183673469387755,36.213467744099034,PASS
137,42,1,D_boundary_evolution,0.0091552734375,0.9997334044254865,38.30452906666667,PASS
139,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,B_diffuse_texture",0.156494140625,0.8448139350752177,26.56617812666698,PASS
14,42,1,D_boundary_evolution,0.0128515625,0.9911504424778761,28.66818863981763,PASS
141,42,1,C_crack_like_structural_evolution,0.00288330078125,1.0,33.889375105842504,PASS
143,42,1,C_crack_like_structural_evolution,0.00155517578125,1.0,33.295579277864995,PASS
144,42,2,"B_diffuse_texture,B_diffuse_texture",0.2258154296875,0.9646231471820014,31.238982006016496,PASS
146,42,1,C_crack_like_structural_evolution,0.00399658203125,1.0,37.170690897984116,PASS
147,42,3,"B_diffuse_texture,C_crack_like_structural_evolution,C_crack_like_structural_evolution",0.13316650390625,0.9815052802145611,42.70756279944945,PASS
148,42,1,C_crack_like_structural_evolution,0.0034912109375,1.0,34.72914195804196,PASS
149,42,1,D_boundary_evolution,0.00606689453125,0.9818253654681944,22.939814889336013,PASS
15,42,3,"D_boundary_evolution,C_crack_like_structural_evolution,B_diffuse_texture",0.08951416015625,0.9545052743237669,30.886912592686325,PASS
151,42,1,C_crack_like_structural_evolution,0.0025048828125,1.0,28.671413255360623,PASS
153,42,2,"B_diffuse_texture,B_diffuse_texture",0.303935546875,0.9539563324582101,29.57821793796655,PASS
154,42,2,"D_boundary_evolution,B_diffuse_texture",0.156201171875,0.948807986646931,20.925253001277014,PASS
155,42,1,B_diffuse_texture,0.08967529296875,0.9931592039800995,73.15881005145518,PASS
156,42,2,"A_small_low_contrast,C_crack_like_structural_evolution",0.00440185546875,0.9290780141843972,20.761842634652822,PASS
157,42,1,A_small_low_contrast,0.00180419921875,0.7044804575786463,5.404322056833557,PASS
165,42,2,"A_small_low_contrast,B_diffuse_texture",0.030476074218750003,0.9508928571428571,43.41311673105721,PASS
166,42,3,"A_small_low_contrast,B_diffuse_texture,A_small_low_contrast",0.1098974609375,0.920892494929006,19.930955214111467,PASS
167,42,3,"A_small_low_contrast,D_boundary_evolution,C_crack_like_structural_evolution",0.015532226562500001,0.9547677261613692,22.37151973135597,PASS
168,42,1,B_diffuse_texture,0.0852099609375,0.9451876726425824,35.95180004011232,PASS
169,42,1,B_diffuse_texture,0.14112548828125,0.9851054039775728,85.66801896029754,PASS
17,42,2,"B_diffuse_texture,B_diffuse_texture",0.128173828125,0.7406659939455096,81.5416009674754,PASS
170,42,1,C_crack_like_structural_evolution,0.00166259765625,1.0,32.404509544787075,PASS
171,42,1,A_small_low_contrast,0.0026171875,0.9701357466063348,8.505597014925373,PASS
173,42,3,"A_small_low_contrast,A_small_low_contrast,B_diffuse_texture",0.105517578125,0.8400852878464818,18.868564798324183,PASS
175,42,3,"C_crack_like_structural_evolution,B_diffuse_texture,D_boundary_evolution",0.134951171875,0.9741107518189167,41.733097614693015,PASS
176,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,B_diffuse_texture",0.15310546875,0.936127744510978,17.302068304704584,PASS
177,42,3,"C_crack_like_structural_evolution,B_diffuse_texture,B_diffuse_texture",0.19866455078125,0.9438413487779732,49.814548251573626,PASS
179,42,3,"B_diffuse_texture,B_diffuse_texture,A_small_low_contrast",0.15599121093749999,0.8627450980392157,37.9658450752204,PASS
18,42,2,"C_crack_like_structural_evolution,A_small_low_contrast",0.005400390625,0.9612277867528272,18.673490505293024,PASS
180,42,2,"A_small_low_contrast,B_diffuse_texture",0.1316455078125,0.9334698055271239,46.840627631578954,PASS
182,42,2,"B_diffuse_texture,C_crack_like_structural_evolution",0.14354248046874998,0.9786900974599808,42.15327605280676,PASS
184,42,2,"B_diffuse_texture,B_diffuse_texture",0.29447265624999996,0.9651477512884209,41.10807682683701,PASS
185,42,3,"A_small_low_contrast,A_small_low_contrast,B_diffuse_texture",0.1491162109375,0.941923774954628,19.06159082475335,PASS
188,42,2,"C_crack_like_structural_evolution,A_small_low_contrast",0.00222900390625,0.8690476190476191,20.41493384411559,PASS
189,42,2,"B_diffuse_texture,D_boundary_evolution",0.16405029296874998,0.9679828598156223,43.696467460232,PASS
190,42,3,"B_diffuse_texture,D_boundary_evolution,B_diffuse_texture",0.217392578125,0.9582785125683817,41.10625520876624,PASS
191,42,1,B_diffuse_texture,0.0989013671875,0.9906340938546939,12.954589533448532,PASS
192,42,3,"A_small_low_contrast,A_small_low_contrast,B_diffuse_texture",0.0929248046875,0.7959697732997482,7.540910388459605,PASS
193,42,3,"B_diffuse_texture,A_small_low_contrast,A_small_low_contrast",0.1047265625,0.8667563930013459,31.595625431487743,PASS
195,42,2,"A_small_low_contrast,B_diffuse_texture",0.1619873046875,0.8603351955307262,8.921748979496318,PASS
196,42,2,"A_small_low_contrast,D_boundary_evolution",0.01868408203125,0.9564643799472295,22.86007411453771,PASS
197,42,3,"C_crack_like_structural_evolution,D_boundary_evolution,D_boundary_evolution",0.014467773437500001,0.9699570815450643,23.502212781157727,PASS
198,42,1,B_diffuse_texture,0.02356201171875,0.9820901597639158,77.71961589472593,PASS
199,42,1,C_crack_like_structural_evolution,0.0033251953125,1.0,27.759533039647575,PASS
2,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,A_small_low_contrast",0.005263671875,0.8843537414965986,14.43030094464062,PASS
20,42,1,D_boundary_evolution,0.007509765625,1.0,34.820878413524056,PASS
202,42,3,"A_small_low_contrast,A_small_low_contrast,C_crack_like_structural_evolution",0.0057421875,0.9499596448748991,16.407136611782228,PASS
205,42,3,"D_boundary_evolution,B_diffuse_texture,A_small_low_contrast",0.15911376953125,0.9066059225512528,16.275838083042483,PASS
206,42,1,A_small_low_contrast,0.00240966796875,0.9554695062923524,8.155015197568389,PASS
207,42,1,D_boundary_evolution,0.00625244140625,1.0,34.51506091370558,PASS
208,42,1,B_diffuse_texture,0.13057373046875,0.9613193133818639,35.46685844099994,PASS
209,42,1,C_crack_like_structural_evolution,0.00237548828125,1.0,28.529312435765675,PASS
21,42,3,"C_crack_like_structural_evolution,C_crack_like_structural_evolution,D_boundary_evolution",0.0135693359375,0.9990384615384615,31.37649482937094,PASS
210,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,B_diffuse_texture",0.018759765625,0.8692515779981965,48.93786434057707,PASS
213,42,2,"D_boundary_evolution,C_crack_like_structural_evolution",0.008906250000000001,0.9896339488176222,33.94437817389456,PASS
215,42,1,D_boundary_evolution,0.0128369140625,0.9826200710147636,46.67130905287181,PASS
216,42,1,B_diffuse_texture,0.1166943359375,0.9783845744463094,8.726803590108373,PASS
217,42,1,A_small_low_contrast,0.00119873046875,0.9264150943396227,6.004073319755601,PASS
219,42,1,C_crack_like_structural_evolution,0.00311767578125,1.0,30.12285747846515,PASS
220,42,3,"A_small_low_contrast,A_small_low_contrast,B_diffuse_texture",0.04775146484375,0.8508196721311475,25.85614007366679,PASS
221,42,2,"D_boundary_evolution,A_small_low_contrast",0.010007324218749999,0.8788221970554927,21.397963436653626,PASS
222,42,2,"B_diffuse_texture,B_diffuse_texture",0.11356933593749999,0.9800049235482371,24.199866795618355,PASS
223,42,1,C_crack_like_structural_evolution,0.00450439453125,1.0,37.24067208672086,PASS
224,42,1,C_crack_like_structural_evolution,0.00484130859375,1.0,25.241758951084215,PASS
225,42,3,"B_diffuse_texture,C_crack_like_structural_evolution,A_small_low_contrast",0.041784667968749994,0.9028662420382165,30.270208815383153,PASS
227,42,3,"C_crack_like_structural_evolution,D_boundary_evolution,A_small_low_contrast",0.013144531249999999,0.9363867684478372,24.25203710764602,PASS
228,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,A_small_low_contrast",0.00513671875,0.784037558685446,17.19835628739686,PASS
23,42,1,B_diffuse_texture,0.1278076171875,0.975150882944639,99.31104110792742,PASS
233,42,1,B_diffuse_texture,0.04406494140625,0.9649807527801539,10.041830572330877,PASS
234,42,2,"A_small_low_contrast,D_boundary_evolution",0.01166015625,0.821656050955414,18.82688045749817,PASS
235,42,3,"D_boundary_evolution,A_small_low_contrast,A_small_low_contrast",0.0140625,0.8070175438596491,15.955139866457275,PASS
236,42,1,A_small_low_contrast,0.00323974609375,0.9714494875549048,8.12681989449887,PASS
237,42,2,"A_small_low_contrast,A_small_low_contrast",0.00386474609375,0.9432048681541582,7.631866620501279,PASS
238,42,2,"D_boundary_evolution,A_small_low_contrast",0.010065917968750001,0.9604790419161676,17.537655736637028,PASS
239,42,3,"B_diffuse_texture,B_diffuse_texture,A_small_low_contrast",0.1259716796875,0.8671963677639046,41.34093936934132,PASS
24,42,1,A_small_low_contrast,0.0030078125,0.95429899302866,8.418019480519481,PASS
240,42,3,"A_small_low_contrast,B_diffuse_texture,A_small_low_contrast",0.11007080078125,0.8125,41.14930906584856,PASS
243,42,2,"B_diffuse_texture,D_boundary_evolution",0.0294189453125,0.9437131184748071,20.55753865379056,PASS
249,42,3,"D_boundary_evolution,C_crack_like_structural_evolution,B_diffuse_texture",0.14067626953125,0.9833937740117051,23.72769425087463,PASS
250,42,3,"A_small_low_contrast,B_diffuse_texture,C_crack_like_structural_evolution",0.012072753906249999,0.8860103626943006,15.086944716275887,PASS
252,42,1,A_small_low_contrast,0.00296875,0.9822294022617124,8.5625,PASS
253,42,3,"B_diffuse_texture,B_diffuse_texture,A_small_low_contrast",0.15715087890624999,0.7552631578947369,25.775775169127485,PASS
254,42,3,"A_small_low_contrast,B_diffuse_texture,A_small_low_contrast",0.14981201171875,0.025179856115107913,6.44268287403792,PASS
255,42,3,"D_boundary_evolution,B_diffuse_texture,C_crack_like_structural_evolution",0.08634765625,0.9657500892770184,19.960831030269663,PASS
257,42,2,"A_small_low_contrast,B_diffuse_texture",0.019235839843749998,0.8806089743589743,9.56573142156587,PASS
258,42,2,"B_diffuse_texture,B_diffuse_texture",0.153046875,0.982416933715635,25.46856210043611,PASS
259,42,1,C_crack_like_structural_evolution,0.00330078125,1.0,32.390773668639056,PASS
26,42,2,"D_boundary_evolution,C_crack_like_structural_evolution",0.01716552734375,1.0,28.17956892315982,PASS
260,42,3,"B_diffuse_texture,C_crack_like_structural_evolution,A_small_low_contrast",0.11089111328125,0.8854314002828855,41.97901835670027,PASS
261,42,1,B_diffuse_texture,0.07314697265625,0.9785100754433521,27.377284836954708,PASS
263,42,2,"A_small_low_contrast,C_crack_like_structural_evolution",0.00541259765625,0.9379115710253998,18.248850352697435,PASS
264,42,2,"A_small_low_contrast,A_small_low_contrast",0.0039599609375,0.8407079646017699,7.07355484978398,PASS
265,42,2,"D_boundary_evolution,A_small_low_contrast",0.01051025390625,0.9605988967691096,17.503969902978174,PASS
266,42,1,A_small_low_contrast,0.00199462890625,0.8728632478632479,7.570379436964511,PASS
268,42,2,"A_small_low_contrast,A_small_low_contrast",0.00499755859375,0.8959537572254336,7.485264153213773,PASS
269,42,1,D_boundary_evolution,0.0047802734375,0.9959308240081384,34.261704290091934,PASS
27,42,2,"B_diffuse_texture,B_diffuse_texture",0.04711669921875,0.9547749971944788,47.84412579633631,PASS
270,42,2,"A_small_low_contrast,B_diffuse_texture",0.05998779296875,0.8588912886969042,31.08240442972763,PASS
271,42,2,"C_crack_like_structural_evolution,C_crack_like_structural_evolution",0.0062109374999999994,1.0,31.528675404315322,PASS
272,42,2,"A_small_low_contrast,B_diffuse_texture",0.09304443359375,0.8501259445843828,51.87132640199768,PASS
273,42,3,"B_diffuse_texture,B_diffuse_texture,C_crack_like_structural_evolution",0.1977734375,0.9624499777678969,57.63782965565423,PASS
274,42,1,A_small_low_contrast,0.000927734375,0.8444444444444444,6.3052631578947365,PASS
275,42,1,A_small_low_contrast,0.00145263671875,0.9834710743801653,7.825210084033618,PASS
276,42,2,"D_boundary_evolution,C_crack_like_structural_evolution",0.0109716796875,0.9992381919756221,34.28445003966513,PASS
277,42,1,A_small_low_contrast,0.00265869140625,0.9453125,7.512396694214876,PASS
278,42,2,"A_small_low_contrast,B_diffuse_texture",0.05750244140625,0.9194,18.461922530615496,PASS
279,42,2,"B_diffuse_texture,D_boundary_evolution",0.11881591796874999,0.9551783250407659,43.07506134445574,PASS
28,42,3,"A_small_low_contrast,A_small_low_contrast,B_diffuse_texture",0.1025,0.8491228070175438,18.844689138276056,PASS
281,42,2,"C_crack_like_structural_evolution,A_small_low_contrast",0.00514404296875,0.9132176234979973,8.274716033172648,PASS
282,42,3,"B_diffuse_texture,B_diffuse_texture,C_crack_like_structural_evolution",0.1600146484375,0.9828384636338873,53.316061138372824,PASS
283,42,1,C_crack_like_structural_evolution,0.00271728515625,1.0,42.02359389038634,PASS
284,42,2,"A_small_low_contrast,B_diffuse_texture",0.16877685546875,0.9428571428571428,25.578329163355427,PASS
285,42,2,"A_small_low_contrast,A_small_low_contrast",0.005444335937499999,0.9064039408866995,7.0070679653512435,PASS
286,42,1,B_diffuse_texture,0.13307373046875,0.9940002917791232,130.43409196983873,PASS
287,42,1,A_small_low_contrast,0.00285400390625,0.9535073409461664,6.92492386655261,PASS
288,42,1,C_crack_like_structural_evolution,0.00433349609375,1.0,27.027938591549297,PASS
289,42,3,"C_crack_like_structural_evolution,B_diffuse_texture,B_diffuse_texture",0.13106689453125,0.95562435500516,14.217533571248024,PASS
29,42,1,C_crack_like_structural_evolution,0.0017529296875,1.0,23.789182451253485,PASS
290,42,1,C_crack_like_structural_evolution,0.00348388671875,1.0,33.574479327259986,PASS
291,42,2,"A_small_low_contrast,C_crack_like_structural_evolution",0.00533935546875,0.8704954954954955,15.799578053781168,PASS
292,42,3,"D_boundary_evolution,C_crack_like_structural_evolution,C_crack_like_structural_evolution",0.01302734375,0.9903930131004367,28.11858682934277,PASS
294,42,2,"A_small_low_contrast,D_boundary_evolution",0.007490234375,0.9686221009549796,20.532606888148223,PASS
295,42,2,"B_diffuse_texture,A_small_low_contrast",0.07693115234374999,0.8758680555555556,40.72406329356362,PASS
296,42,2,"B_diffuse_texture,B_diffuse_texture",0.1624560546875,0.9575516251504769,42.663230262721086,PASS
297,42,1,B_diffuse_texture,0.05399169921875,0.9877618473357452,11.482745014695908,PASS
299,42,2,"A_small_low_contrast,A_small_low_contrast",0.00498046875,0.8547105561861521,6.63279499097626,PASS
3,42,2,"A_small_low_contrast,C_crack_like_structural_evolution",0.0051318359375,0.9590488771466315,20.53636800183388,PASS
300,42,3,"B_diffuse_texture,A_small_low_contrast,D_boundary_evolution",0.03401611328125,0.7942998760842627,31.754458175387796,PASS
301,42,1,D_boundary_evolution,0.004892578125,1.0,27.584825349301397,PASS
302,42,3,"C_crack_like_structural_evolution,B_diffuse_texture,D_boundary_evolution",0.036730957031250004,0.9613717964590813,26.94873460247381,PASS
303,42,3,"B_diffuse_texture,D_boundary_evolution,A_small_low_contrast",0.10942871093749999,0.9110169491525424,36.26784406966278,PASS
304,42,1,B_diffuse_texture,0.011962890625,0.9803921568627451,9.92204081632653,PASS
305,42,1,B_diffuse_texture,0.139814453125,0.9853237212023193,57.03353520290563,PASS
306,42,1,A_small_low_contrast,0.003408203125,0.9574759945130316,7.032951289398284,PASS
307,42,2,"B_diffuse_texture,A_small_low_contrast",0.05230712890625,0.9630709426627794,31.29259158043908,PASS
31,42,2,"A_small_low_contrast,D_boundary_evolution",0.015351562499999999,0.8791666666666667,17.549793207058745,PASS
311,42,1,C_crack_like_structural_evolution,0.0025537109375,1.0,27.673579349904397,PASS
312,42,2,"B_diffuse_texture,A_small_low_contrast",0.1568408203125,0.8843537414965986,24.402352960471063,PASS
313,42,1,B_diffuse_texture,0.1107275390625,0.9795680345572354,8.410441769193453,PASS
314,42,3,"A_small_low_contrast,C_crack_like_structural_evolution,B_diffuse_texture",0.077041015625,0.9339887640449438,45.12693947792138,PASS
315,42,2,"A_small_low_contrast,C_crack_like_structural_evolution",0.00456787109375,0.9706896551724138,18.02077265061026,PASS
316,42,1,B_diffuse_texture,0.01591552734375,0.9494611127293912,47.50425939561282,PASS
317,42,3,"B_diffuse_texture,C_crack_like_structural_evolution,B_diffuse_texture",0.13839111328125,0.9657148430832256,15.706856819884079,PASS
318,42,3,"C_crack_like_structural_evolution,D_boundary_evolution,B_diffuse_texture",0.024365234375,0.9720270449423306,32.334709580116304,PASS
319,42,2,"C_crack_like_structural_evolution,B_diffuse_texture",0.04363037109375,0.9729228695017134,42.46712905623881,PASS
321,42,3,"B_diffuse_texture,C_crack_like_structural_evolution,B_diffuse_texture",0.23617431640625,0.9632657108857029,32.91816544772604,PASS
322,42,1,C_crack_like_structural_evolution,0.0018701171875,1.0,40.44746083550913,PASS
325,42,3,"D_boundary_evolution,A_small_low_contrast,A_small_low_contrast",0.017412109375,0.8544117647058823,15.538149058383434,PASS
326,42,2,"B_diffuse_texture,C_crack_like_structural_evolution",0.15511962890625,0.9880205271603565,22.71338875020324,PASS
327,42,1,A_small_low_contrast,0.0023193359375,0.9723643807574207,7.6189473684210585,PASS
329,42,2,"A_small_low_contrast,A_small_low_contrast",0.0033886718749999998,0.8552097428958051,7.3458157524613235,PASS
33,42,2,"C_crack_like_structural_evolution,B_diffuse_texture",0.07163330078125,0.9778957595946978,54.20213731543262,PASS
331,42,2,"A_small_low_contrast,A_small_low_contrast",0.0028808593749999997,0.75,7.355399947789499,PASS
332,42,2,"A_small_low_contrast,A_small_low_contrast",0.003330078125,0.8244541484716157,6.738382768361577,PASS
333,42,3,"A_small_low_contrast,A_small_low_contrast,A_small_low_contrast",0.007197265625,0.8117913832199547,6.641377122678086,PASS
334,42,3,"B_diffuse_texture,A_small_low_contrast,C_crack_like_structural_evolution",0.07348876953125001,0.9447004608294931,36.72682638726531,PASS
335,42,3,"B_diffuse_texture,C_crack_like_structural_evolution,B_diffuse_texture",0.2730126953125,0.9640662875611727,65.2324769279035,PASS
336,42,3,"D_boundary_evolution,C_crack_like_structural_evolution,C_crack_like_structural_evolution",0.01748779296875,0.9988365328679465,30.126277012265863,PASS
337,42,3,"A_small_low_contrast,C_crack_like_structural_evolution,B_diffuse_texture",0.05091064453124999,0.9669703872437357,38.3823514827745,PASS
338,42,1,D_boundary_evolution,0.00420166015625,1.0,25.06589599070308,PASS
339,42,2,"A_small_low_contrast,B_diffuse_texture",0.07177734375,0.941972920696325,34.13744932858477,PASS
34,42,1,B_diffuse_texture,0.06992919921875,0.9694046772938031,42.34766023112104,PASS
341,42,2,"C_crack_like_structural_evolution,D_boundary_evolution",0.0131396484375,1.0,27.027910178389295,PASS
343,42,2,"A_small_low_contrast,C_crack_like_structural_evolution",0.00397705078125,0.8382559774964838,15.208621997570118,PASS
344,42,1,D_boundary_evolution,0.00365478515625,1.0,34.80994589178357,PASS
345,42,2,"A_small_low_contrast,A_small_low_contrast",0.0041479492187500005,0.9040247678018576,6.9989504041900386,PASS
346,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,C_crack_like_structural_evolution",0.00755859375,0.9149952244508118,19.82830254339984,PASS
347,42,3,"A_small_low_contrast,B_diffuse_texture,C_crack_like_structural_evolution",0.15122070312500002,0.9185918591859186,30.095016314306818,PASS
348,42,3,"B_diffuse_texture,D_boundary_evolution,C_crack_like_structural_evolution",0.1017333984375,0.9996179706601467,49.79020685331574,PASS
349,42,2,"B_diffuse_texture,B_diffuse_texture",0.202890625,0.9451697127937336,21.74290490526342,PASS
352,42,2,"C_crack_like_structural_evolution,C_crack_like_structural_evolution",0.00625,1.0,32.81280338103869,PASS
354,42,2,"B_diffuse_texture,D_boundary_evolution",0.11128906250000001,0.9737612081170364,22.680248750521354,PASS
355,42,2,"C_crack_like_structural_evolution,D_boundary_evolution",0.01169189453125,1.0,31.036029198283224,PASS
356,42,1,B_diffuse_texture,0.14617919921875,0.9861161434829869,10.381469912317327,PASS
358,42,2,"A_small_low_contrast,D_boundary_evolution",0.0071997070312500005,0.881021897810219,18.877151928998178,PASS
359,42,3,"A_small_low_contrast,B_diffuse_texture,C_crack_like_structural_evolution",0.07917236328125,0.9824120603015075,33.47919041075637,PASS
360,42,3,"B_diffuse_texture,A_small_low_contrast,B_diffuse_texture",0.094697265625,0.9693251533742331,30.735506651299882,PASS
362,42,3,"D_boundary_evolution,A_small_low_contrast,C_crack_like_structural_evolution",0.01925537109375,0.8791092258748674,27.055627903199312,PASS
363,42,2,"A_small_low_contrast,B_diffuse_texture",0.11863281249999999,0.8578811369509044,34.77658529850499,PASS
365,42,2,"A_small_low_contrast,A_small_low_contrast",0.0052490234375,0.9132530120481928,7.176895679798623,PASS
366,42,3,"C_crack_like_structural_evolution,B_diffuse_texture,A_small_low_contrast",0.0737255859375,0.9139072847682119,24.973962918913063,PASS
367,42,2,"A_small_low_contrast,B_diffuse_texture",0.07428955078125,0.9583333333333334,7.981322803880545,PASS
368,42,2,"B_diffuse_texture,D_boundary_evolution",0.0728466796875,0.97876850249055,33.06098637052628,PASS
369,42,1,C_crack_like_structural_evolution,0.00301513671875,1.0,22.949714979757086,PASS
37,42,2,"A_small_low_contrast,B_diffuse_texture",0.15023193359375,0.9502118644067796,9.763879374466812,PASS
374,42,3,"A_small_low_contrast,C_crack_like_structural_evolution,C_crack_like_structural_evolution",0.00671875,0.96684350132626,20.67267828544242,PASS
376,42,2,"B_diffuse_texture,A_small_low_contrast",0.03890380859375,0.9337539432176656,30.732642435836947,PASS
377,42,1,B_diffuse_texture,0.10291259765625,0.956957025131104,30.984980214931316,PASS
378,42,1,A_small_low_contrast,0.00125,0.9309090909090909,6.487390625,PASS
379,42,1,A_small_low_contrast,0.00112060546875,0.8595505617977528,7.368191721132898,PASS
38,42,2,"D_boundary_evolution,C_crack_like_structural_evolution",0.0102783203125,0.9988134084841294,23.997002256215776,PASS
382,42,3,"B_diffuse_texture,A_small_low_contrast,B_diffuse_texture",0.14166748046875,0.8714285714285714,22.773660229223978,PASS
384,42,3,"A_small_low_contrast,B_diffuse_texture,A_small_low_contrast",0.09241455078125001,0.8746690203000883,32.05758875359802,PASS
385,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,B_diffuse_texture",0.050119628906250005,0.9760765550239234,37.20887846103803,PASS
386,42,1,A_small_low_contrast,0.00109130859375,0.9490445859872612,7.123042505592841,PASS
387,42,1,C_crack_like_structural_evolution,0.00255615234375,1.0,38.72797612225406,PASS
388,42,1,A_small_low_contrast,0.00114013671875,0.43726591760299627,3.591074946466809,PASS
389,42,1,B_diffuse_texture,0.1253564453125,0.990069609147529,10.327602247497369,PASS
391,42,3,"C_crack_like_structural_evolution,D_boundary_evolution,A_small_low_contrast",0.0121484375,0.8924528301886793,13.764882828158044,PASS
393,42,1,D_boundary_evolution,0.01369873046875,0.9996436843042936,41.830018356799144,PASS
394,42,1,C_crack_like_structural_evolution,0.00251708984375,1.0,34.2539806013579,PASS
395,42,2,"C_crack_like_structural_evolution,B_diffuse_texture",0.13559814453125002,0.9717415349484426,40.659454489677884,PASS
396,42,1,D_boundary_evolution,0.00801513671875,1.0,32.375492537313434,PASS
397,42,2,"A_small_low_contrast,C_crack_like_structural_evolution",0.00686279296875,0.8606115107913669,23.748346335805323,PASS
398,42,3,"A_small_low_contrast,B_diffuse_texture,B_diffuse_texture",0.20052978515625,0.8796829971181557,29.203912193616834,PASS
399,42,3,"B_diffuse_texture,A_small_low_contrast,A_small_low_contrast",0.103994140625,0.8703703703703703,29.386791287606737,PASS
401,42,2,"C_crack_like_structural_evolution,B_diffuse_texture",0.13724853515625002,0.9810065629904409,51.960913815341605,PASS
402,42,2,"A_small_low_contrast,A_small_low_contrast",0.0039208984375,0.8314424635332253,6.546086294316655,PASS
404,42,1,B_diffuse_texture,0.08499755859375,0.9476047904191617,27.841469424098804,PASS
405,42,3,"A_small_low_contrast,B_diffuse_texture,A_small_low_contrast",0.14910400390625,0.8769414575866189,35.5464571277595,PASS
407,42,3,"C_crack_like_structural_evolution,A_small_low_contrast,B_diffuse_texture",0.15021240234375,0.9105793450881612,20.416557058701645,PASS
