image_stem,seed,edit_index,family,attempt,reasons,mask_area_ratio,bbox_xyxy,bbox_aspect_ratio,relative_bbox_width,relative_bbox_height,perimeter,compactness,connected_components,largest_component_ratio,largest_component_ratio_lower_bound,skeleton_length,elongation_score,boundary_score
69,0,1,D_boundary_evolution,3,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00221435546875,"[25, 509, 160, 575]",2.029850746268657,0.2125,0.1046875,678.0,0.02479463750581654,12,0.46085997794928335,0.46085997794928335,374,2.3692795026451376,0.7475192943770672
697,0,1,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.0054833984375,"[343, 28, 549, 112]",2.4352941176470586,0.3234375,0.1328125,1124.0,0.022340196742577586,9,0.7146037399821905,0.7146037399821905,617,2.2764970435823204,0.5004452359750667
72,0,0,C_crack_like_structural_evolution,1,C_COMPONENT_COUNT,0.00175537109375,"[471, 393, 593, 451]",2.0847457627118646,0.1921875,0.0921875,366.0,0.06744916593302462,3,0.6175243393602226,0.6175243393602226,149,5.0703701468505376,0.5090403337969402
733,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.005166015625,"[193, 97, 357, 192]",1.71875,0.2578125,0.15,1166.0,0.019558179449749778,4,0.9418714555765595,0.9418714555765595,584,1.5547293313794575,0.5510396975425331
733,0,0,D_boundary_evolution,2,D_COMPONENT_COUNT,0.009794921875,"[255, 30, 543, 140]",2.6036036036036037,0.4515625,0.1734375,1761.0,0.01625743687679681,2,0.9997507477567298,0.9997507477567298,927,2.41641087072046,0.43893320039880357
769,0,0,C_crack_like_structural_evolution,1,C_COMPONENT_COUNT,0.00408447265625,"[266, 76, 408, 261]",1.3006993006993006,0.2234375,0.290625,667.0,0.047255693078100146,3,0.9719067543335326,0.9719067543335326,299,7.8820894815246545,0.39868499701135685
769,0,0,C_crack_like_structural_evolution,2,C_COMPONENT_COUNT,0.00149658203125,"[130, 44, 150, 147]",4.9523809523809526,0.0328125,0.1625,259.0,0.11483408396717658,3,0.7079934747145188,0.7079934747145188,129,8.67227858273514,0.42251223491027734
769,0,2,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.0055419921875,"[221, 216, 533, 324]",2.871559633027523,0.4890625,0.1703125,1718.0,0.009664722798999879,13,0.40308370044052866,0.40308370044052866,970,2.4720577052835018,0.7568281938325991
769,0,2,D_boundary_evolution,2,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00437744140625,"[148, 342, 339, 495]",1.2467532467532467,0.3,0.240625,1311.0,0.013109459017226181,9,0.48633575013943114,0.48633575013943114,662,1.2832177375262035,0.7311767986614612
772,0,2,D_boundary_evolution,1,D_COMPONENT_COUNT,0.014638671875,"[118, 378, 425, 495]",2.610169491525424,0.48125,0.184375,1880.0,0.021318458070308282,2,0.9998332221480988,0.9998332221480988,945,2.3882517640246133,0.3135423615743829
786,0,1,C_crack_like_structural_evolution,1,C_COMPONENT_COUNT,0.002265625,"[160, 457, 210, 597]",2.764705882352941,0.0796875,0.2203125,432.0,0.0624870966763402,2,0.7704741379310345,0.7704741379310345,195,5.725249655704491,0.46551724137931033
788,0,1,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.0048193359375,"[232, 210, 365, 290]",1.654320987654321,0.209375,0.1265625,873.0,0.032548316089198816,2,0.8900709219858156,0.8900709219858156,398,1.810078271512777,0.44224924012158057
790,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.003251953125,"[308, 319, 491, 464]",1.2602739726027397,0.2875,0.228125,1053.0,0.015095842167881408,36,0.30405405405405406,0.30405405405405406,600,1.4156726487283742,0.7905405405405406
790,0,0,D_boundary_evolution,2,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00678466796875,"[251, 446, 524, 594]",1.8389261744966443,0.428125,0.2328125,1703.0,0.012041181838034478,9,0.45376034544800287,0.45376034544800287,873,1.5459294850980727,0.6128103634400863
790,0,0,D_boundary_evolution,3,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.009013671875,"[453, 463, 634, 595]",1.368421052631579,0.284375,0.2078125,1375.0,0.024539525452278513,2,0.5468580715059588,0.5468580715059588,691,1.380326268526888,0.37242686890574217
800,0,2,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00909423828125,"[163, 465, 454, 577]",2.584070796460177,0.45625,0.1765625,1664.0,0.016905557499627258,5,0.42953020134228187,0.42953020134228187,848,2.2741456721764024,0.44671140939597315
804,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00600341796875,"[129, 210, 377, 323]",2.1842105263157894,0.3890625,0.178125,1467.0,0.014358469998549877,16,0.47458316388775923,0.47458316388775923,805,2.191788655081641,0.5965839772265148
830,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00482421875,"[4, 425, 185, 526]",1.7843137254901962,0.284375,0.159375,1016.0,0.024055223058983163,17,0.42864372469635625,0.42864372469635625,547,1.9221605868635885,0.5141700404858299
832,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00463134765625,"[129, 441, 363, 547]",2.196261682242991,0.3671875,0.1671875,1314.0,0.013806591151282263,13,0.5983131259884027,0.5983131259884027,747,1.9765416666278486,0.6926726410121244
832,0,0,D_boundary_evolution,2,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00480712890625,"[413, 225, 599, 348]",1.5080645161290323,0.2921875,0.19375,1290.0,0.014868808208444932,17,0.4814626714068055,0.4814626714068055,633,1.2750051755326197,0.6551549009649569
832,0,0,D_boundary_evolution,3,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.0050146484375,"[302, 478, 429, 569]",1.391304347826087,0.2,0.14375,890.0,0.032585942736894004,3,0.9323271665043817,0.9323271665043817,459,1.5768765780806366,0.433300876338851
835,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT,0.00709228515625,"[231, 409, 567, 524]",2.9051724137931036,0.5265625,0.18125,1927.0,0.009830883995119579,3,0.9810671256454389,0.9810671256454389,1002,2.6272286701732424,0.6633390705679862
85,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00451904296875,"[72, 311, 289, 425]",1.8956521739130434,0.340625,0.1796875,1160.0,0.017286230683099604,21,0.29983792544570503,0.29983792544570503,621,2.1903438910075,0.6266882766072394
85,0,1,D_boundary_evolution,1,D_COMPONENT_COUNT,0.00486083984375,"[392, 382, 560, 464]",2.036144578313253,0.2640625,0.1296875,951.0,0.027664325772737,4,0.9688598694123556,0.9688598694123556,479,2.0223179120345915,0.4776494224008036
85,0,1,D_boundary_evolution,2,D_COMPONENT_COUNT,0.00385986328125,"[47, 140, 197, 228]",1.696629213483146,0.2359375,0.1390625,1055.0,0.0178499422216948,2,0.9987349778621126,0.9987349778621126,509,1.5061834542366817,0.6672991777356104
85,0,1,D_boundary_evolution,3,D_COMPONENT_COUNT,0.00517822265625,"[44, 368, 177, 472]",1.276190476190476,0.209375,0.1640625,980.0,0.027752261633752398,3,0.9811409712399811,0.9811409712399811,480,1.338599529897417,0.46204620462046203
85,0,2,C_crack_like_structural_evolution,1,C_COMPONENT_COUNT,0.00480712890625,"[139, 60, 261, 312]",2.0569105691056913,0.1921875,0.3953125,785.0,0.04015283985504193,2,0.9136617572371762,0.9136617572371762,361,4.885312960286054,0.39867953275774504
85,0,2,C_crack_like_structural_evolution,2,C_COMPONENT_COUNT,0.003623046875,"[263, 85, 440, 292]",1.1685393258426966,0.278125,0.325,750.0,0.03315287820748269,2,0.7311320754716981,0.7311320754716981,330,4.5722174302164085,0.5053908355795148
86,0,1,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.0039404296875,"[187, 373, 384, 444]",2.75,0.309375,0.1125,1079.0,0.017420896679962057,5,0.7527881040892194,0.7527881040892194,608,2.94317569661373,0.6685254027261462
86,0,1,D_boundary_evolution,2,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00535400390625,"[138, 218, 338, 400]",1.098360655737705,0.3140625,0.2859375,1660.0,0.010000744214432306,14,0.27450980392156865,0.27450980392156865,877,1.1589876092356728,0.7569539443684451
885,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00462158203125,"[95, 399, 280, 566]",1.1071428571428572,0.290625,0.2625,1368.0,0.012711250669533955,17,0.49498151082937136,0.49498151082937136,649,1.355645496319191,0.722662440570523
885,0,0,D_boundary_evolution,2,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.0062451171875,"[265, 122, 526, 246]",2.096,0.409375,0.1953125,1448.0,0.015331098729973694,13,0.924941360437842,0.924941360437842,721,2.475133842302502,0.5660672400312744
891,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00293701171875,"[129, 471, 214, 555]",1.011764705882353,0.134375,0.1328125,693.0,0.031478137068633325,3,0.6292601828761429,0.6292601828761429,310,1.184332455664123,0.5760598503740648
91,0,1,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00445556640625,"[256, 46, 427, 191]",1.178082191780822,0.26875,0.228125,1174.0,0.016639356972917973,21,0.4383561643835616,0.4383561643835616,567,1.2215613817550253,0.6432876712328767
917,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT,0.00514892578125,"[400, 39, 557, 179]",1.1205673758865249,0.246875,0.2203125,1329.0,0.015005016657230523,2,0.9938359412043622,0.9938359412043622,698,1.1500134074070756,0.6301564722617354
918,0,1,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.01363525390625,"[182, 478, 479, 614]",2.1751824817518246,0.465625,0.2140625,1876.0,0.019941938537171355,2,0.5024171888988361,0.5024171888988361,970,1.9948780697452158,0.3358997314234557
919,0,0,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00716796875,"[64, 486, 372, 603]",2.6186440677966103,0.4828125,0.184375,1808.0,0.011286754090643884,4,0.534400544959128,0.534400544959128,944,2.4330078185010366,0.6158038147138964
919,0,0,D_boundary_evolution,2,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00406005859375,"[266, 79, 390, 187]",1.146788990825688,0.1953125,0.1703125,993.0,0.02119354548473687,5,0.9098015634395671,0.9098015634395671,480,1.1076010423835116,0.5971136500300661
954,0,2,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00347412109375,"[428, 489, 590, 548]",2.716666666666667,0.2546875,0.09375,811.0,0.027187736721547742,11,0.9016163035839775,0.9016163035839775,447,2.1640192714768136,0.5699226985242446
954,0,2,D_boundary_evolution,2,D_COMPONENT_COUNT,0.00371337890625,"[479, 348, 625, 407]",2.45,0.2296875,0.09375,821.0,0.028356509032002947,4,0.9953977646285339,0.9953977646285339,423,2.283354689522973,0.539776462853386
973,0,2,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.0056298828125,"[20, 82, 203, 224]",1.2867132867132867,0.2875,0.2234375,1426.0,0.014250500441958622,12,0.37163920208152645,0.37163920208152645,745,1.4245926048074369,0.6183868169991327
973,0,2,D_boundary_evolution,2,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00393798828125,"[12, 220, 251, 348]",1.8604651162790697,0.375,0.2015625,1255.0,0.01286935496323001,15,0.35523868567885925,0.35523868567885925,727,1.8008366537307674,0.778053316800992
974,0,2,D_boundary_evolution,1,D_COMPONENT_COUNT|D_LARGEST_COMPONENT_RATIO,0.00423095703125,"[340, 417, 563, 579]",1.3742331288343559,0.35,0.2546875,1255.0,0.013826777527140486,28,0.32487016733987306,0.32487016733987306,678,1.3526548639108051,0.7241777264858626
991,0,0,C_crack_like_structural_evolution,1,C_COMPONENT_COUNT,0.003193359375,"[338, 79, 473, 243]",1.213235294117647,0.2125,0.2578125,598.0,0.0459637273732447,3,0.9908256880733946,0.9908256880733946,241,8.125228865174028,0.45718654434250766
