epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
31,215.714,1.88476,3.28987,2.47387,1.80843,0,0.53203,0.29594,0.32769,0.14825,0.52697,0.28979,0.3146,0.15035,2.12677,3.28983,3.525,1.9455,0,0.00703,0.00703,0.00703
32,221.917,1.81796,3.20142,2.43134,1.75114,0,0.60451,0.32043,0.3579,0.17929,0.62392,0.32585,0.35945,0.16856,2.2745,3.43743,2.88125,2.00196,0,0.006931,0.006931,0.006931
33,227.954,1.85936,3.27857,2.50286,1.76526,0,0.5275,0.29891,0.30775,0.14895,0.53352,0.27319,0.2821,0.14414,2.21012,3.52315,2.70631,1.94153,0,0.006832,0.006832,0.006832
34,234.003,1.83665,3.24438,2.449,1.77757,0,0.60887,0.33943,0.36371,0.18152,0.60441,0.33497,0.34487,0.17805,2.16847,3.32973,2.74589,1.94005,0,0.006733,0.006733,0.006733
35,240.512,1.83073,3.19057,2.44219,1.78765,0,0.42668,0.37423,0.35813,0.18902,0.42404,0.36696,0.34639,0.17434,2.10765,3.3057,2.57269,1.88806,0,0.006634,0.006634,0.006634
36,246.556,1.83876,3.15264,2.42409,1.76009,0,0.49349,0.30672,0.28296,0.12309,0.46573,0.28251,0.24288,0.11497,2.21806,3.31711,2.74693,1.96874,0,0.006535,0.006535,0.006535
37,252.582,1.817,3.20675,2.36723,1.76081,0,0.35556,0.39053,0.32767,0.18526,0.37041,0.38844,0.31159,0.16661,2.06415,3.31124,2.72743,1.9057,0,0.006436,0.006436,0.006436
38,258.703,1.78797,3.10219,2.28548,1.66691,0,0.39467,0.34481,0.27984,0.11815,0.41081,0.32454,0.27337,0.12775,2.23676,3.61337,2.76447,1.97596,0,0.006337,0.006337,0.006337
39,264.733,1.80668,3.07291,2.32345,1.69542,0,0.76834,0.39642,0.44912,0.23117,0.76016,0.38569,0.42662,0.21927,2.02586,3.05802,2.40338,1.78941,0,0.006238,0.006238,0.006238
40,270.997,1.8037,3.18152,2.36682,1.74184,0,0.51584,0.37242,0.39072,0.22129,0.53953,0.36706,0.37077,0.19204,2.08645,3.11178,2.56353,1.85548,0,0.006139,0.006139,0.006139
41,277.536,1.75068,3.16847,2.31827,1.70026,0,0.51405,0.44186,0.414,0.20844,0.51357,0.42926,0.40449,0.21462,2.11654,3.05449,2.40868,1.86957,0,0.00604,0.00604,0.00604
42,283.694,1.74753,3.04732,2.2799,1.67868,0,0.57159,0.42668,0.4424,0.23261,0.56909,0.42526,0.42332,0.2252,2.05361,3.12222,2.27664,1.83926,0,0.005941,0.005941,0.005941
43,289.787,1.73005,3.13222,2.2854,1.68075,0,0.56397,0.34323,0.39471,0.2048,0.55455,0.3342,0.37136,0.18529,2.08688,3.28002,2.2498,1.8458,0,0.005842,0.005842,0.005842
44,296.038,1.70454,3.11939,2.26659,1.66789,0,0.48698,0.42607,0.42289,0.22427,0.46233,0.40588,0.38933,0.20705,2.05119,3.04233,2.29227,1.80237,0,0.005743,0.005743,0.005743
