epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,38.1743,1.56239,3.0036,2.01109,1.46515,0,0.42612,0.39114,0.31975,0.15658,0.37248,0.37092,0.28473,0.13397,2.21085,3.77505,3.64168,1.95815,0,0.0031746,0.0031746,0.0714286
2,45.5019,1.66801,3.04549,2.07311,1.55762,0,0.06668,0.37751,0.10967,0.04316,0.05718,0.2531,0.08605,0.02905,2.21717,4.15147,4.58223,1.93531,0,0.00629317,0.00629317,0.0412138
3,53.0119,1.71721,3.06721,2.17069,1.57124,0,0.29058,0.16619,0.15239,0.05178,0.29415,0.15828,0.14491,0.05332,2.63743,4.53999,19.9214,2.41134,0,0.00919175,0.00919175,0.010779
4,62.4248,1.71358,3.07803,2.15821,1.58038,0,0.37995,0.29574,0.22982,0.11376,0.36476,0.28978,0.21516,0.09401,2.57793,3.87331,6.38063,2.44639,0,0.00901,0.00901,0.00901
5,69.6423,1.65987,3.031,2.07096,1.55483,0,0.50914,0.20557,0.24224,0.12731,0.46981,0.19831,0.22099,0.10898,nan,nan,nan,nan,0,0.00868,0.00868,0.00868
6,77.2425,1.69934,3.04269,2.10304,1.5417,0,0.40899,0.30324,0.31955,0.15435,0.36974,0.31502,0.28557,0.12975,2.02356,3.65934,2.71349,1.78287,0,0.00835,0.00835,0.00835
7,84.6838,1.68229,3.03777,2.08813,1.56416,0,0.5309,0.39848,0.39876,0.16755,0.6089,0.30825,0.36869,0.16818,2.18312,3.63587,3.0418,1.94647,0,0.00802,0.00802,0.00802
8,92.0961,1.64388,2.96844,2.09234,1.53149,0,0.49588,0.43808,0.36786,0.17386,0.46905,0.41316,0.33334,0.15744,2.09629,3.54728,5.93829,1.85482,0,0.00769,0.00769,0.00769
9,101.436,1.61826,2.95751,2.05414,1.52357,0,0.2949,0.35849,0.24953,0.1123,0.28043,0.34417,0.23208,0.09378,2.13761,3.94056,3.10816,1.9861,0,0.00736,0.00736,0.00736
10,108.603,1.61513,2.90844,2.00745,1.51654,0,0.50814,0.42255,0.42314,0.22832,0.52212,0.39646,0.39631,0.21573,2.02884,3.1525,2.45847,1.78347,0,0.00703,0.00703,0.00703
11,115.705,1.61679,2.89539,1.99416,1.50016,0,0.57767,0.41963,0.4426,0.23459,0.57406,0.38357,0.40729,0.19944,2.02772,3.14522,2.12966,1.75133,0,0.0067,0.0067,0.0067
12,123.253,1.61622,2.88731,1.96377,1.48085,0,0.38229,0.46008,0.41168,0.22748,0.32604,0.40376,0.36631,0.18688,2.01132,3.25084,2.21549,1.7488,0,0.00637,0.00637,0.00637
13,131.713,1.6186,2.93217,1.98219,1.4997,0,0.55179,0.3884,0.42487,0.22649,0.54132,0.42431,0.41991,0.19329,1.89598,2.9838,2.24465,1.62458,0,0.00604,0.00604,0.00604
14,139.895,1.57318,2.88202,1.93227,1.46354,0,0.49412,0.46525,0.47562,0.26149,0.6309,0.38616,0.42801,0.21416,1.9244,3.06893,2.05602,1.69786,0,0.00571,0.00571,0.00571
15,147.31,1.55773,2.88601,1.92973,1.45335,0,0.57856,0.53186,0.51133,0.26666,0.52809,0.51058,0.4509,0.21985,1.92736,3.00645,1.98513,1.65525,0,0.00538,0.00538,0.00538
16,156.112,1.53158,2.79784,1.90258,1.44235,0,0.69017,0.47803,0.50804,0.27564,0.64105,0.44989,0.45092,0.22677,1.9456,3.03053,2.13303,1.71949,0,0.00505,0.00505,0.00505
17,163.695,1.52125,2.78828,1.87647,1.44782,0,0.63246,0.46288,0.49908,0.2673,0.59155,0.42094,0.45174,0.24192,1.93542,2.93383,2.09463,1.65402,0,0.00472,0.00472,0.00472
18,171.085,1.52898,2.75273,1.85643,1.45133,0,0.64949,0.45382,0.51342,0.26066,0.62356,0.42801,0.46069,0.2457,1.99565,2.9908,2.03444,1.72746,0,0.00439,0.00439,0.00439
19,180.04,1.56056,2.78795,1.85052,1.44721,0,0.63857,0.4881,0.51625,0.27722,0.63828,0.4727,0.4677,0.244,1.89546,3.02345,2.0413,1.69342,0,0.00406,0.00406,0.00406
20,187.171,1.50871,2.76234,1.82827,1.41812,0,0.58563,0.50368,0.51015,0.27996,0.56461,0.43933,0.47618,0.25808,1.89391,2.88399,2.04542,1.67227,0,0.00373,0.00373,0.00373
21,196.12,1.49542,2.71394,1.87866,1.48947,0,0.74943,0.48072,0.55263,0.29902,0.71199,0.45973,0.50878,0.26074,1.84278,3.00843,1.90599,1.61312,0,0.0034,0.0034,0.0034
22,203.625,1.46747,2.62518,1.79545,1.47903,0,0.62422,0.47257,0.51341,0.24522,0.57875,0.44083,0.47113,0.21861,1.91477,3.08174,1.97761,1.66787,0,0.00307,0.00307,0.00307
23,212.354,1.43756,2.58716,1.74981,1.46023,0,0.54287,0.5825,0.57655,0.28286,0.48782,0.55526,0.51293,0.26384,1.79942,2.92766,1.77287,1.59347,0,0.00274,0.00274,0.00274
24,220.525,1.44536,2.52772,1.67516,1.44794,0,0.61813,0.55772,0.56924,0.30201,0.55902,0.50323,0.49131,0.26521,1.80071,2.87657,1.79555,1.59948,0,0.00241,0.00241,0.00241
25,227.846,1.4134,2.55079,1.69677,1.46876,0,0.54929,0.50178,0.53138,0.28397,0.53042,0.48916,0.50279,0.25845,1.83064,2.97847,1.95336,1.68038,0,0.00208,0.00208,0.00208
26,235.185,1.40337,2.54855,1.69769,1.44021,0,0.64905,0.5355,0.59874,0.33844,0.63682,0.52151,0.57855,0.29394,1.82586,2.91625,1.7319,1.61851,0,0.00175,0.00175,0.00175
27,243.634,1.43867,2.52235,1.71539,1.4611,0,0.54128,0.51231,0.56581,0.32146,0.52779,0.49824,0.53978,0.29884,1.78194,2.86991,1.81835,1.60561,0,0.00142,0.00142,0.00142
28,253.098,1.38286,2.51489,1.69781,1.43685,0,0.69774,0.56379,0.63326,0.35377,0.63464,0.54718,0.5983,0.31532,1.77185,2.82757,1.7033,1.57722,0,0.00109,0.00109,0.00109
29,261.357,1.36774,2.42332,1.61859,1.42619,0,0.71971,0.5641,0.63779,0.36514,0.71843,0.56241,0.61788,0.31432,1.74582,2.80743,1.69602,1.54561,0,0.00076,0.00076,0.00076
30,268.914,1.33373,2.45407,1.59614,1.41493,0,0.74727,0.54654,0.63378,0.37214,0.78893,0.50099,0.61253,0.32175,1.73756,2.79718,1.65992,1.53862,0,0.00043,0.00043,0.00043
